PMC1287824	M05000	140	163	AmpliTaq DNA polymerase
PMC3899019	R02000	117	130	alpha-amylase
PMC3907856	I00000	14	35	protein phosphatase-1
PMC3907856	M00000	107	122	glucose oxidase
PMC3943323	D03000	718	728	Syk kinase
PMC3946581	M08000	175	185	Polymerase
PMC3966292	I05000	127	142	creatine kinase
PMC3971604	D07000	5	34	pyruvate carboxyl transferase
PMC3971604	R08000	249	268	precorrin-2 oxidase
PMC3971604	R08001	146	190	4-hydroxythreonine-4-phosphate dehydrogenase
PMC3975596	M04000	310	320	polymerase
PMC3977717	A04000	197	210	α-mannosidase
PMC3977717	D04000	25	51	ATP-dependent RNA helicase
PMC3977717	R14000	0	13	α-Mannosidase
PMC3977717	R14001	8	21	α-mannosidase
PMC3991606	M08000	5	24	adenylyltransferase
PMC3991606	M09000	10	25	pyrophosphatase
PMC3991606	R04000	130	149	adenylyltransferase
PMC3994512	R11000	0	3	but
PMC4019336	D02000	86	102	metallopeptidase
PMC4020801	D08000	11	39	prostaglandin H2-D isomerase
PMC4020801	D09000	223	231	protease
PMC4020801	D10000	355	363	protease
PMC4020801	D11000	258	280	glutathione peroxidase
PMC4038932	I08000	146	163	monoamine oxidase
PMC4059435	D04000	59	65	GTPase
PMC4111986	I00000	284	299	1-α hydroxylase
PMC4123862	I01000	99	120	fatty acid desaturase
PMC4123862	I01001	55	86	delta-5 and delta-6 desaturases
PMC4149216	I00000	175	196	alcohol dehydrogenase
PMC4149216	R02000	136	158	aldehyde dehydrogenase
PMC4150403	D03000	125	135	thiaminase
PMC4150403	D03001	39	49	thiaminase
PMC4150403	D03002	28	38	thiaminase
PMC4231542	I10000	384	412	catechol-O-methyltransferase
PMC4273135	M04000	57	78	Reverse Transcriptase
PMC4284067	R05000	222	238	xanthine oxidase
PMC4284067	R10000	4	15	translocase
PMC4307209	A03000	70	91	fatty acid desaturase
PMC4307209	D01000	28	49	fatty acid desaturase
PMC4312632	D04000	28	50	cysteamine dioxygenase
PMC4325090	R02000	148	169	protein phosphatase 3
PMC4325090	R03000	183	189	ATPase
PMC4332724	A00000	15	27	multi-kinase
PMC4332724	I00000	17	29	multi-kinase
PMC4332724	M06000	390	399	S6 kinase
PMC4335418	A00000	32	41	coagulase
PMC4342834	M04000	143	162	neutrophil elastase
PMC4342834	R07000	108	127	neutrophil elastase
PMC4342834	R07001	71	90	neutrophil elastase
PMC4342834	R08000	65	84	neutrophil elastase
PMC4342834	R08001	75	94	neutrophil elastase
PMC4342834	R10000	100	119	neutrophil elastase
PMC4361625	A00000	28	56	protein tyrosine phosphatase
PMC4361625	I00000	0	29	Protein tyrosine phosphatases
PMC4361625	I00001	179	197	carbonic anhydrase
PMC4361625	M10000	173	181	PNGase F
PMC4370263	D04000	120	140	galactosylceramidase
PMC4370263	R02000	80	100	galactosylceramidase
PMC4418030	D05000	365	373	helicase
PMC4430427	M04000	146	156	polymerase
PMC4492686	I02000	58	68	trypticase
PMC4521383	A00000	0	15	Tyrosine kinase
PMC4548467	I03000	40	50	polymerase
PMC4667190	R10000	0	15	β-glucuronidase
PMC4667190	R10001	92	107	β-glucuronidase
PMC4791241	M24000	60	80	Superoxide Dismutase
PMC4794734	I01000	280	290	polymerase
PMC4809928	D02000	139	147	nuclease
PMC4819009	D01000	108	119	glucokinase
PMC4876170	M05000	61	68	caspase
PMC4892810	R04000	82	97	arginine kinase
PMC4892810	R04001	126	141	arginine kinase
PMC4893679	D03000	50	56	lipase
PMC4893679	D03001	29	35	lipase
PMC4893679	R03000	61	68	amylase
PMC4893679	R03001	34	41	amylase
PMC4893679	R05000	73	79	lipase
PMC4908688	R09000	71	89	phosphotransferase
PMC4908688	R10000	20	40	cytochrome c oxidase
PMC4915629	D03000	11	37	kynurenine 3-monooxygenase
PMC4937660	M01000	254	287	glucose-6-phosphate dehydrogenase
PMC5027112	D10000	133	146	NADPH oxidase
PMC5027112	D10001	29	61	mitogen-activated protein kinase
PMC5036217	A09000	110	130	alkaline phosphatase
PMC5036217	R12000	219	244	γ-glutamyl transpeptidase
PMC5054734	A02000	38	47	coagulase
PMC5054734	D01000	148	157	coagulase
PMC5065895	A03000	25	40	serine protease
PMC5065895	D01000	7	22	serine protease
PMC5065895	D01001	7	22	serine protease
PMC5065895	D02000	0	27	Lysosomal alpha-glucosidase
PMC5065895	D02001	89	116	lysosomal alpha-glucosidase
PMC5065895	D03000	0	37	Peptidyl-prolyl cis-trans isomerase A
PMC5073280	D04000	86	96	peroxidase
PMC5073280	M07000	253	274	glutathione reductase
PMC5073280	M09000	0	20	Superoxide dismutase
PMC5079369	M03000	64	74	polymerase
PMC5097088	D03000	40	50	aldolase A
PMC5097088	D03001	10	20	aldolase A
PMC5097088	D04000	0	10	Aldolase A
PMC5097088	D04001	52	62	aldolase A
PMC5097088	D04002	50	60	aldolase A
PMC5097088	D04003	69	79	aldolase A
PMC5097088	D04004	63	73	aldolase A
PMC5097088	R04000	0	32	Fructose-bisphosphate aldolase A
PMC5124534	I01000	132	147	17α-hydroxylase
PMC5135610	R11000	76	85	aromatase
PMC5152829	R04000	48	85	sphingosine‐1‐phosphate phosphatase 1
PMC5241710	C00000	106	113	pronase
PMC5241710	I18000	95	102	pronase
PMC5241710	I18001	118	125	pronase
PMC5241710	I18002	14	21	pronase
PMC5241710	I18003	70	77	pronase
PMC5241710	I18004	113	120	pronase
PMC5241710	I18005	126	133	pronase
PMC5241710	I19000	135	151	serine proteases
PMC5241710	I20000	146	154	protease
PMC5241710	I20001	43	52	proteases
PMC5241710	I20002	13	28	serine protease
PMC5241710	I45000	217	224	pronase
PMC5241710	I48000	240	247	pronase
PMC5241710	I48001	42	49	acylase
PMC5241710	I51000	171	178	pronase
PMC5241710	I67000	0	28	UDP-glucuronosyltransferases
PMC5241710	I70000	24	45	reverse transcriptase
PMC5241710	I78000	246	255	proteases
PMC5241710	I79000	0	9	Proteases
PMC5287439	R10000	119	131	ribonuclease
PMC5294455	M07000	299	320	glutathione reductase
PMC5302745	M08000	10	38	acetyl-CoA acetyltransferase
PMC5309131	I00000	18	81	3-hydroxymethyl-3-methylglutaryl coenzyme A (HMG-CoA) reductase
PMC5315515	D02000	44	63	MAP3K1 ubiquitinase
PMC5344767	D05000	77	101	dihydropteroate synthase
PMC5344767	D05001	9	31	dihydrofolate synthase
PMC5403757	R01000	221	247	aspartate aminotransferase
PMC5409098	R05000	183	199	protein kinase A
PMC5409098	R06000	286	291	DNase
PMC5409098	R07000	459	474	serine racemase
PMC5413020	D00000	11	20	aconitase
PMC5413020	D06000	14	23	aconitase
PMC5413020	D07000	76	98	acetyl-CoA carboxylase
PMC5413020	D07001	0	22	Acetyl-CoA carboxylase
PMC5413020	I02000	89	100	aconitase 2
PMC5426060	A02000	44	70	dermatan sulfate epimerase
PMC5426060	R00000	202	228	dermatan sulfate epimerase
PMC5426060	R01000	153	168	tyrosine kinase
PMC5511775	A00000	129	141	asparaginase
PMC5511775	A00001	89	109	alanine transaminase
PMC5511775	D00000	145	161	aminotransferase
PMC5511775	D02000	13	26	Phospholipase
PMC5511775	D03000	18	30	asparaginase
PMC5511775	D03001	42	54	asparaginase
PMC5511775	D03002	207	219	asparaginase
PMC5511775	D06000	18	30	asparaginase
PMC5511775	D08000	113	125	asparaginase
PMC5511775	I01000	75	87	asparaginase
PMC5511775	I02000	88	112	alanine aminotransferase
PMC5511775	M03000	98	110	asparaginase
PMC5511775	M03001	92	104	asparaginase
PMC5511775	M04000	147	159	asparaginase
PMC5511775	M04001	184	196	asparaginase
PMC5511775	M04002	121	133	asparaginase
PMC5511775	M07000	112	124	asparaginase
PMC5511775	R02000	197	209	asparaginase
PMC5511775	R06000	244	256	asparaginase
PMC5511775	R06001	36	48	asparaginase
PMC5520483	R01000	75	89	2C-like NTPase
PMC5520483	R01001	62	76	2C-like NTPase
PMC5529966	M09000	27	32	DNase
PMC5554972	D04000	161	173	β-lactamases
PMC5583163	R02000	87	106	carboxypeptidase B2
PMC5593760	I02000	90	101	hydrogenase
PMC5593760	I02001	45	57	hydrogenases
PMC5605482	D08000	73	85	proteinase K
PMC5605482	D08001	30	36	DNases
PMC5697442	A00000	111	134	cytochrome P450 enzymes
PMC5697442	M04000	73	83	polymerase
PMC5698877	R04000	142	152	luciferase
PMC5698877	R04001	41	51	luciferase
PMC5698877	R04002	4	14	luciferase
PMC5698877	R04003	129	139	luciferase
PMC5718612	R08000	249	268	pump-driving ATPase
PMC5718612	R08001	146	150	ArsC
PMC5718612	R11000	38	42	ArsC
PMC5718612	R11001	54	58	ArsC
PMC5752483	M09000	56	66	polymerase
PMC5777374	I07000	83	103	glycoside hydrolases
PMC5787864	D01000	170	178	catalase
PMC5787864	I01000	219	227	catalase
PMC5787864	M08000	198	206	catalase
PMC5787864	R04000	32	40	catalase
PMC5792305	I02000	415	424	aromatase
PMC5797421	D01000	139	171	carnitine palmitoyltransferase 1
PMC5797421	D06000	150	166	phospholipase A2
PMC5812477	I19000	107	133	serine/threonine kinase 39
PMC5882660	I02000	121	145	alanine aminotransferase
PMC5901893	D02000	192	200	helicase
PMC5938018	R21000	123	143	pyruvate carboxylase
PMC5938018	R28000	127	160	glucose-6-phosphate dehydrogenase
PMC5938018	R37000	160	171	glutaminase
PMC5946597	R02000	100	115	phospholipase D
PMC5994036	A03000	65	73	arginase
PMC5994036	D01000	51	59	arginase
PMC5994036	D01001	0	9	Arginases
PMC5994036	D01002	46	54	arginase
PMC5994036	D01003	72	80	arginase
PMC5994036	D01004	0	9	Arginases
PMC5994036	D01005	45	53	arginase
PMC5994036	D02000	52	60	arginase
PMC5994036	I01000	38	59	nitric oxide synthase
PMC5994036	I01001	81	90	arginases
PMC5994036	I01002	9	17	arginase
PMC5994036	M02000	19	27	arginase
PMC5994036	M02001	7	15	arginase
PMC5994036	R05000	19	27	arginase
PMC5994036	R06000	35	43	arginase
PMC5994036	R06001	24	32	arginase
PMC6023477	R14000	245	271	anaplastic lymphoma kinase
PMC6031810	I01000	47	72	matrix metalloproteinases
PMC6058984	D05000	32	55	histidine ammonia lyase
PMC6075359	D01000	28	56	serine/threonine phosphatase
PMC6075359	D01001	46	63	glycogen synthase
PMC6075359	R01000	51	74	fatty acid desaturase 2
PMC6075359	R01001	35	56	protein phosphatase 1
PMC6075359	R12000	363	384	N-acetyltransferase 2
PMC6086450	D05000	106	127	nitric oxide synthase
PMC6086450	R06000	69	98	indoleamine 2,3 dioxygenase-1
PMC6092577	M02000	139	163	alanine aminotransferase
PMC6142358	A02000	115	130	tyrosine kinase
PMC6142358	D01000	91	106	tyrosine kinase
PMC6142358	D03000	68	83	tyrosine kinase
PMC6142358	D08000	118	129	glucokinase
PMC6142358	D09000	0	11	Glucokinase
PMC6142358	R04000	147	162	tyrosine kinase
PMC6142358	R04001	116	127	glucokinase
PMC6150202	R14000	0	30	Thiopurine S-methyltransferase
PMC6193488	A03000	12	21	proteases
PMC6193488	A05000	26	35	proteases
PMC6193488	R140000	0	19	Activated protein C
PMC6193488	R161000	34	53	activated protein C
PMC6193488	R55000	379	387	protease
PMC6247389	A00000	0	13	Paraoxonase-1
PMC6247389	C00000	72	89	PON1-arylesterase
PMC6247389	D00000	79	96	PON1-arylesterase
PMC6247389	D02000	139	146	Lp-PLA2
PMC6247389	D02001	76	83	Lp-PLA2
PMC6247389	D02002	206	213	Lp-PLA2
PMC6247389	D03000	109	121	arylesterase
PMC6247389	D04000	96	103	Lp-PLA2
PMC6247389	D04001	17	24	Lp-PLA2
PMC6247389	D04002	50	57	Lp-PLA2
PMC6247389	D04003	92	99	Lp-PLA2
PMC6247389	I04000	123	130	Lp-PLA2
PMC6247389	M05000	0	12	Arylesterase
PMC6247389	M06000	0	12	Arylesterase
PMC6247389	M07000	0	9	Lactonase
PMC6247389	M08000	0	7	Lp-PLA2
PMC6247389	M11000	26	38	arylesterase
PMC6247389	R01000	69	86	PON1-arylesterase
PMC6247389	R01001	44	56	arylesterase
PMC6247389	R01002	20	29	lactonase
PMC6247389	R02000	51	63	arylesterase
PMC6247389	R02001	54	66	arylesterase
PMC6247389	R03000	232	244	arylesterase
PMC6247389	R05000	229	241	arylesterase
PMC6247389	R06000	102	114	arylesterase
PMC6247389	R06001	30	42	arylesterase
PMC6247389	R07000	66	83	PON1-arylesterase
PMC6251544	M06000	143	153	polymerase
PMC6256731	M06000	51	61	polymerase
PMC6276579	I01000	227	273	"nicotinamide adenine
dinucleotide synthetase 1"
PMC6298799	A00000	9	26	HMG-CoA reductase
PMC6316856	M02000	81	105	alanine aminotransferase
PMC6336684	D00000	148	156	PI4KIIIα
PMC6336684	D00001	66	74	PI4KIIIα
PMC6336684	D00002	60	68	PI4KIIIα
PMC6336684	D01000	6	36	phosphatidylinositol 4 kinases
PMC6336684	D02000	0	8	PI4KIIIα
PMC6336684	D02001	30	38	PI4KIIIα
PMC6336684	D02002	23	31	PI4KIIIα
PMC6336684	D02003	44	52	PI4KIIIα
PMC6336684	D02004	64	72	PI4KIIIα
PMC6336684	D03000	93	101	PI4KIIIα
PMC6336684	D03001	98	106	PI4KIIIα
PMC6336684	I01000	191	198	kinases
PMC6336684	I02000	71	79	PI4KIIIα
PMC6336684	M05000	9	30	PI4KIIIα lipid kinase
PMC6336684	M05001	5	11	kinase
PMC6336684	M09000	79	87	PI4KIIIα
PMC6336684	R01000	43	51	PI4KIIIα
PMC6336684	R01001	111	119	PI4KIIIα
PMC6336684	R01002	67	75	PI4KIIIα
PMC6336684	R01003	17	25	PI4KIIIα
PMC6336684	R01004	57	65	PI4KIIIα
PMC6336684	R01005	29	37	PI4KIIIα
PMC6336684	R01006	140	148	PI4KIIIα
PMC6336684	R01007	50	58	PI4KIIIα
PMC6336684	R01008	9	21	lipid kinase
PMC6336684	R01009	28	36	PI4KIIIα
PMC6336684	R01010	0	8	PI4KIIIα
PMC6336684	R01011	14	22	PI4KIIIα
PMC6336684	R01012	15	23	PI4KIIIα
PMC6336684	R01013	130	151	PI4KIIIα lipid kinase
PMC6336684	R01014	11	23	lipid kinase
PMC6336684	R02000	33	41	PI4KIIIα
PMC6336684	R03000	58	66	PI4KIIIα
PMC6336684	R03001	121	129	PI4KIIIα
PMC6336684	R03002	0	8	PI4KIIIα
PMC6336684	R04000	44	52	PI4KIIIα
PMC6336684	R05000	42	50	PI4KIIIα
PMC6336684	R05001	24	32	PI4KIIIα
PMC6336684	R05002	42	50	PI4KIIIα
PMC6345099	D12000	93	105	asparaginase
PMC6345099	D12001	109	125	aminotransferase
PMC6345099	D14000	166	201	3 beta-hydroxysteroid dehydrogenase
PMC6363070	I02000	211	225	RNA polymerase
PMC6403054	I01000	430	445	myeloperoxidase
PMC6489687	D06000	0	9	Aromatase
PMC6489687	D07000	161	202	mitogen-activated protein kinase kinase 4
PMC6498444	R09000	8	28	glycoside hydrolases
PMC6498444	R09001	40	60	glycoside hydrolases
PMC6499899	I02000	134	147	tryptophanase
PMC6503468	I02000	112	138	tryptophan 2,3-dioxygenase
PMC6507336	A00000	0	29	Pyruvate dehydrogenase kinase
PMC6531881	D00000	90	104	DNA polymerase
PMC6531881	D01000	114	125	polymerases
PMC6531881	I02000	33	47	DNA polymerase
PMC6531881	I02001	187	201	DNA polymerase
PMC6531881	I02002	56	70	DNA polymerase
PMC6531881	I02003	131	146	DNA polymerases
PMC6531881	I02004	60	71	polymerases
PMC6531881	I02005	151	162	polymerases
PMC6531881	I03000	62	76	DNA polymerase
PMC6531881	M02000	19	34	DNA polymerases
PMC6531881	M03000	41	51	polymerase
PMC6531881	R04000	60	75	KAPA polymerase
PMC6531881	R05000	38	49	polymerases
PMC6541703	M01000	52	62	polymerase
PMC6544929	M02000	85	95	polymerase
PMC6562671	C00000	2	22	polysaccharide lyase
PMC6562671	C00001	139	144	lyase
PMC6562671	C00002	240	245	lyase
PMC6562671	D01000	10	24	alginate lyase
PMC6562671	D02000	19	33	alginate lyase
PMC6562671	M05000	36	41	lyase
PMC6562671	M07000	0	14	Alginate lyase
PMC6562671	M07001	150	155	lyase
PMC6562671	M10000	45	50	lyase
PMC6562671	M10001	28	42	alginate lyase
PMC6562671	M11000	0	14	Alginate lyase
PMC6562671	M12000	13	27	alginate lyase
PMC6562671	M15000	55	69	alginate lyase
PMC6562671	R00000	37	51	alginate lyase
PMC6562671	R02000	127	141	alginate lyase
PMC6562671	R02001	147	161	alginate lyase
PMC6562671	R03000	21	35	alginate lyase
PMC6562671	R05000	97	111	alginate lyase
PMC6562671	R06000	50	64	alginate lyase
PMC6571926	D03000	188	232	uridine 5’-diphospho-glucuronosyltransferase
PMC6571926	D03001	72	88	sulfotransferase
PMC6585303	R13000	249	257	lysozyme
PMC6585303	R13001	181	189	protease
PMC6585303	R24000	267	275	protease
PMC6585303	R24001	170	178	nuclease
PMC6590206	M04000	231	245	DNA polymerase
PMC6627068	I01000	21	45	cystathionine β-synthase
PMC6627446	M06000	147	153	RNaseH
PMC6647192	I03000	190	208	carboxyl-esterases
PMC6683645	M03000	180	190	Polymerase
PMC6691966	M04000	68	83	β-glucuronidase
PMC6701140	I03000	127	147	acetylcholinesterase
PMC6708594	R05000	27	51	ribonucleotide reductase
PMC6716427	I02000	59	72	lipoxygenases
PMC6731442	R06000	105	129	alanine aminotransferase
PMC6748593	R05000	114	141	sulfate adenylyltransferase
PMC6748593	R05001	32	59	sulfate adenylyltransferase
PMC6783185	I02000	365	389	glutathione peroxidase 1
PMC6789025	R10000	36	58	myo-inositol oxygenase
PMC6803684	M04000	153	172	serum transaminases
PMC6815137	I01000	195	212	serine hydrolases
PMC6815137	R01000	112	128	serine hydrolase
PMC6827100	M02000	104	114	Polymerase
PMC6827100	M05000	105	119	DNA polymerase
PMC6835733	D03000	126	140	dehydrogenases
PMC6860998	M04000	28	38	polymerase
PMC6875299	M05000	140	150	peroxidase
PMC6912393	M04000	0	10	Polymerase
PMC6918408	D03000	193	215	cysteamine dioxygenase
PMC6918408	D03001	64	89	hypotaurine dehydrogenase
PMC6993102	D01000	124	135	NO synthase
PMC7005843	M05000	73	85	iron oxidase
PMC7005843	M12000	0	14	Heme oxygenase
PMC7005843	M12001	15	30	heme oxygenases
PMC7005843	M12002	0	15	Heme oxygenases
PMC7005843	M12003	10	24	heme oxygenase
PMC7005843	M14000	123	137	RNA-polymerase
PMC7005843	R05000	168	178	oxygenases
PMC7060658	M01000	176	186	polymerase
PMC7060658	R06000	60	79	bile salt hydrolase
PMC7105058	I01000	85	95	polymerase
PMC7331577	M01000	76	102	aspartate Aminotransferase
PMC7331577	R00000	170	192	aspartate transaminase
PMC7344724	D00000	96	146	3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) reductase
PMC7344724	D02000	176	209	5-demethoxyubiquinone hydroxylase
PMC7344724	I03000	91	142	3-hydroxy-3-methylglutaryl-CoA (HMG-Co A) reductase
PMC7344724	R05000	102	117	oxidoreductases
PMC7344724	R05001	0	14	Oxidoreductase
PMC7344724	R05002	9	23	oxidoreductase
PMC7344724	R05003	13	24	transferase
PMC7344724	R05004	71	83	kynureninase
PMC7344724	R05005	62	92	haloalkanoic acid dehalogenase
PMC7346861	D04000	13	26	C5 convertase
PMC7346861	M04000	316	340	gamma-glutamyl hydrolase
PMC7499026	D03000	86	89	Tal
PMC7499026	M14000	84	87	Tal
PMC7506152	M03000	0	24	Alanine aminotransferase
PMC7506152	M04000	110	136	aspartate aminotransferase
PMC7542363	I03000	27	54	zinc metallo-endopeptidases
PMC7542363	I03001	26	57	metzincin or gluzincin protease
PMC7542363	I03002	0	19	Metzincin proteases
PMC7542363	R01000	16	30	glycoproteases
PMC7542363	R01001	40	53	glycoprotease
PMC7542363	R03000	24	38	glycoproteases
PMC7542363	R03001	13	27	glycoproteases
PMC7542363	R03002	24	37	glycoprotease
PMC7542363	R21000	91	105	glycoproteases
PMC7542363	R22000	81	90	proteases
PMC7542363	R22004	177	190	glycoprotease
PMC7677002	M22000	4	12	catalase
PMC7677002	M26000	18	24	lipase
PMC7677002	M27000	111	119	protease
PMC7677002	R13000	60	68	catalase
PMC7677002	R13001	35	43	catalase
PMC7677002	R15000	31	37	lipase
PMC7677002	R15001	39	45	lipase
PMC7677002	R15002	15	21	lipase
PMC7805185	D04000	40	54	human protease
PMC7805185	D04001	22	30	protease
